1.247437,-0.014382,0.004219
1.247437,-0.014382,0.004219
1.200191,-0.012858,0.000936
1.197768,-0.011882,0.001352
1.197768,-0.011882,0.001352
1.149475,-0.009751,-0.001545
1.146318,-0.008828,-0.000873
1.146315,-0.008827,-0.000872
1.096299,-0.006104,-0.003228
1.091802,-0.005218,-0.002108
1.091777,-0.005215,-0.002100
1.038447,-0.001752,-0.003501
1.030542,-0.001224,-0.001514
1.030283,-0.001233,-0.001464
0.967841,0.003058,-0.000662
0.933065,0.000000,-0.000000
0.933065,-0.000000,-0.000000
0.828388,0.000000,-0.000000
0.835424,-0.000000,-0.000000
0.835424,-0.000000,-0.000000
0.744325,-0.000000,-0.000000
0.750010,-0.000000,-0.000000
0.750010,-0.000000,-0.000000
0.669906,-0.000000,-0.000000
0.674559,-0.000000,-0.000000
0.674559,-0.000000,-0.000000
0.603474,-0.000000,-0.000000
0.607328,-0.000000,-0.000000
0.607328,-0.000000,-0.000000
0.543725,-0.000000,-0.000000
0.546949,-0.000000,-0.000000
0.546949,-0.000000,-0.000000
0.489614,-0.000000,-0.000000
0.492335,-0.000000,-0.000000
0.492335,-0.000000,-0.000000
0.440296,-0.000000,-0.000000
0.442609,-0.000000,-0.000000
0.442609,-0.000000,-0.000000
0.395078,-0.000000,-0.000000
0.397058,-0.000000,-0.000000
0.397058,-0.000000,-0.000000
0.353390,-0.000000,-0.000000
0.355093,-0.000000,-0.000000
0.355093,-0.000000,-0.000000
0.314753,-0.000000,-0.000000
0.316226,-0.000000,-0.000000
0.316226,-0.000000,-0.000000
0.278767,-0.000000,-0.000000
0.280046,-0.000000,-0.000000
0.280046,-0.000000,-0.000000
0.245090,-0.000000,-0.000000
0.246204,-0.000000,-0.000000
0.246204,-0.000000,-0.000000
0.213431,-0.000000,-0.000000
0.214404,-0.000000,-0.000000
0.214404,-0.000000,-0.000000
0.183541,-0.000000,-0.000000
0.184390,-0.000000,-0.000000
0.184390,-0.000000,-0.000000
0.155202,-0.000000,-0.000000
0.155945,-0.000000,-0.000000
0.155945,-0.000000,-0.000000
0.128229,-0.000000,-0.000000
0.128878,-0.000000,-0.000000
0.128878,-0.000000,-0.000000
0.102464,-0.000000,-0.000000
0.103030,-0.000000,-0.000000
0.103030,-0.000000,-0.000000
0.077785,-0.000000,-0.000000
0.078276,-0.000000,-0.000000
0.078276,-0.000000,-0.000000
0.054134,-0.000000,-0.000000
0.054556,-0.000000,-0.000000
0.054556,-0.000000,-0.000000
0.031682,0.000000,-0.000000
0.032034,0.000000,-0.000000
0.032034,0.000000,-0.000000
0.012752,0.000000,0.000000
0.012950,0.000000,0.000000
0.012950,0.000000,0.000000
