a1p,a3p,b3p
0.855476398604207,0.00403381894780286,0.00413972521348456
0.855476398604207,0.00403381894780286,0.00413972521348456
0.857498744970903,0.00324609291174355,0.00350458327253695
0.857498744970903,0.00324609291174355,0.00350458327253695
0.857514068348042,0.00337544432337446,0.00360192235420685
0.857514068348042,0.00337544432337446,0.00360192235420685
0.85751387598196,0.00337540421212988,0.00360179877481913
0.85751387598196,0.00337540421212988,0.00360179877481913
0.859566900515665,0.00282546956737702,0.0031459754419914
0.859566900515665,0.00282546956737702,0.0031459754419914
0.859582455766015,0.00290331147482043,0.00320600344324488
0.859582455766015,0.00290331147482043,0.00320600344324488
0.85958252647337,0.00290339699208179,0.0032059016449109
0.85958252647337,0.00290339699208179,0.0032059016449109
0.861666604596994,0.00249858881451586,0.00286173803826967
0.861666604596994,0.00249858881451586,0.00286173803826967
0.861682143463242,0.00254913557920625,0.00290129135395686
0.861682143463242,0.00254913557920625,0.00290129135395686
0.861682120129763,0.00254910719057073,0.00290126805796731
0.861682120129763,0.00254910719057073,0.00290126805796731
0.863797589918597,0.0022392658279757,0.00263107039394103
0.863797589918597,0.0022392658279757,0.00263107039394103
0.863813396751469,0.00227365978260841,0.00265820469135116
0.863813396751469,0.00227365978260841,0.00265820469135116
0.863813340108777,0.00227388265012331,0.0026582697552161
0.863813340108777,0.00227388265012331,0.0026582697552161
0.865960354286076,0.00202949984106187,0.00243937810283879
0.865960354286076,0.00202949984106187,0.00243937810283879
0.865976354713972,0.00205400411671959,0.00245882319712932
0.865976354713972,0.00205400411671959,0.00245882319712932
0.865976382389671,0.00205411576653738,0.00245888075818926
0.865976382389671,0.00205411576653738,0.00245888075818926
0.868155354981784,0.00185673651883878,0.00227683907294684
0.868155354981784,0.00185673651883878,0.00227683907294684
0.868171494733261,0.00187490303628094,0.00229109840681539
0.868171494733261,0.00187490303628094,0.00229109840681539
0.868171433143377,0.00187493410523274,0.00229109948768277
0.868171433143377,0.00187493410523274,0.00229109948768277
0.870382658366205,0.0017123528759269,0.00213624170239916
0.870382658366205,0.0017123528759269,0.00213624170239916
0.870398774625718,0.00172606281660063,0.0021470276565731
0.870398774625718,0.00172606281660063,0.0021470276565731
0.870398890621544,0.00172613065532872,0.00214705341375703
0.870398890621544,0.00172613065532872,0.00214705341375703
0.872642740729883,0.00159007135723182,0.00201265371325354
0.872642740729883,0.00159007135723182,0.00201265371325354
0.8726590818215,0.00160074112855609,0.00202091356605292
0.8726590818215,0.00160074112855609,0.00202091356605292
0.872659019626456,0.0016007956046849,0.00202081568711475
0.872659019626456,0.0016007956046849,0.00202081568711475
0.874935550158976,0.00148528857420467,0.00190204129621396
0.874935550158976,0.00148528857420467,0.00190204129621396
0.87495208496937,0.00149361585028646,0.00190839538483785
0.87495208496937,0.00149361585028646,0.00190839538483785
0.874952061932684,0.00149359775586137,0.00190839711742837
0.874952061932684,0.00149359775586137,0.00190839711742837
0.877261837961335,0.00139434783373535,0.00180168434664618
0.877261837961335,0.00139434783373535,0.00180168434664618
0.877278424146509,0.00140093760591408,0.00180662420785382
0.877278424146509,0.00140093760591408,0.00180662420785382
0.877278479214739,0.00140098011720003,0.0018066999570766
0.877278479214739,0.00140098011720003,0.0018066999570766
0.879621627384889,0.00131465152642045,0.00170927515173426
0.879621627384889,0.00131465152642045,0.00170927515173426
0.879638609363774,0.00132007116802019,0.00171308739478214
0.879638609363774,0.00132007116802019,0.00171308739478214
0.879638610953323,0.00132008635832945,0.00171312494189818
0.879638610953323,0.00132008635832945,0.00171312494189818
0.882015630625826,0.00124427013831656,0.00162303895491643
0.882015630625826,0.00124427013831656,0.00162303895491643
0.88203246055544,0.00124864897133585,0.00162605120238432
0.88203246055544,0.00124864897133585,0.00162605120238432
0.882032577705932,0.00124862711897038,0.00162606894582899
0.882032577705932,0.00124862711897038,0.00162606894582899
0.88444378281047,0.00118135602717986,0.00154168675781077
0.88444378281047,0.00118135602717986,0.00154168675781077
0.884461225149603,0.00118496430112188,0.00154401421840559
0.884461225149603,0.00118496430112188,0.00154401421840559
0.884461272502368,0.00118490672694498,0.00154399413761073
