freq_ratio,Q_stick,Q_free,Q_slip,Q_nl
0.811123805935736,1.69814953368292e-05,1.22116324976093e-05,4.77724297034167e-05,1.85124211453188e-05
0.812988029805818,1.71060653749433e-05,1.21273402957773e-05,4.74619083109377e-05,2.06200945253851e-05
0.816716477546215,1.73627815842289e-05,1.19608093419049e-05,4.68484932943107e-05,2.20392567230836e-05
0.824173373027095,1.79087549800358e-05,1.16357342848445e-05,4.56513344827255e-05,2.309994182183e-05
0.83908716398889,1.91518587947289e-05,1.10158147895254e-05,4.33693491008416e-05,2.39827748087454e-05
0.854000954950696,2.06476935375888e-05,1.04331863835009e-05,4.12259798921423e-05,2.43034515104229e-05
0.868914745912505,2.24820645290179e-05,9.88457691863742e-06,3.92091228315998e-05,2.43435236678916e-05
0.883828536874316,2.47846629948912e-05,9.36706360939839e-06,3.73079689811294e-05,2.42055523751233e-05
0.898742327836127,2.77612012426472e-05,8.87802742404318e-06,3.55128356023727e-05,2.39433242033455e-05
0.91365611879794,3.17585740289953e-05,8.41511434330928e-06,3.38150227135399e-05,2.35889266741913e-05
0.928569909759753,3.74107101292875e-05,7.97620230796163e-06,3.22066907248255e-05,2.31637419174995e-05
0.943483700721566,4.60114122756585e-05,7.55937290030524e-06,3.06807556155488e-05,2.26826861701259e-05
0.958397491683379,6.0666510605116e-05,7.16288698371074e-06,2.92307987791691e-05,2.21562193011531e-05
0.973311282645193,9.10887337272357e-05,6.78516366511291e-06,2.78509891842486e-05,2.15923545216398e-05
0.988225073607007,0.00018799159972907,6.42476205819012e-06,2.65360159171592e-05,2.09966860461264e-05
1.00313886456882,0.000394699941384406,6.08036541613126e-06,2.52810295101311e-05,2.03732545688508e-05
1.01805265553063,0.000120694096750867,5.75076727632872e-06,2.40815907302115e-05,1.9724690187184e-05
1.03296644649245,6.56959767894046e-05,5.43485931830289e-06,2.29336257231055e-05,1.90523440516225e-05
1.04788023745426,4.40216218970897e-05,5.13162068538145e-06,2.18333865880682e-05,1.83562823672925e-05
1.06279402841608,3.24985422907254e-05,4.8401085599744e-06,2.07774166054027e-05,1.76346216747914e-05
1.07770781937789,2.5355463225595e-05,4.55944981548137e-06,1.97625194607824e-05,1.68827779188406e-05
1.0926216103397,2.04930221928828e-05,4.28883359420445e-06,1.87857319076332e-05,1.60904924153918e-05
1.10753540130151,1.696713527209e-05,4.02750468418739e-06,1.78442993950287e-05,1.52321022254417e-05
1.12244919226332,1.42910086799669e-05,3.77475758592642e-06,1.69356542539373e-05,1.41955369436242e-05
1.13736298322514,1.21883276069549e-05,3.52993117633341e-06,1.60573960931526e-05,1.21883276069735e-05
1.15227677418695,1.04906423428845e-05,3.29240389138187e-06,1.52072741043929e-05,1.04906423428865e-05
1.16719056514876,9.08942760116492e-06,3.06158936084279e-06,1.43831710141455e-05,9.08942760115471e-06
1.18210435611058,7.91161370995044e-06,2.83693244103824e-06,1.35830884554964e-05,7.91161370995136e-06
1.19701814707239,6.90619803673971e-06,2.61790560368178e-06,1.28051335599214e-05,6.90619803673081e-06
1.21193193803421,6.03649526723593e-06,2.40400565440793e-06,1.20475065942528e-05,6.03649526722409e-06
1.22684572899603,5.27543822099743e-06,2.19475077615087e-06,1.13084894890808e-05,5.27543822099525e-06
1.24175951995784,4.6026149074827e-06,1.98967792798507e-06,1.05864351247504e-05,4.60261490747839e-06
1.25667331091966,4.00233712436585e-06,1.7883406947663e-06,9.87975725997194e-06,4.00233712436169e-06
1.27158710188147,3.46234497688486e-06,1.59030781416673e-06,9.18692101162234e-06,3.46234497688342e-06
1.28650089284329,2.97291637404367e-06,1.39516289417477e-06,8.50643382175195e-06,2.97291637404694e-06
1.3014146838051,2.52624227580579e-06,1.20250652257997e-06,7.83683689366239e-06,2.52624227580251e-06
1.31632847476692,2.11598189699331e-06,1.0119638001901e-06,7.17669715277845e-06,2.1159818969966e-06
1.33124226572874,1.7369453925849e-06,8.2320588756853e-07,6.5245999291426e-06,1.73694539258758e-06
1.34615605669055,1.38487647744348e-06,6.36014287426804e-07,5.87914283421192e-06,1.38487647744359e-06
1.36106984765237,1.05633913302974e-06,4.50510700998733e-07,5.23893189186922e-06,1.05633913302638e-06
1.37598363861418,7.48805025352848e-07,2.68341280979371e-07,4.60258231117366e-06,7.48805025353958e-07
1.390897429576,4.61566404378636e-07,1.06404697697971e-07,3.96872956205171e-06,4.6156640437975e-07
1.40581122053782,2.04439130414019e-07,1.4580922324019e-07,3.33606537258216e-06,2.04439130413424e-07
1.42072501149963,1.49837090037573e-07,3.20789179587218e-07,2.70344138341293e-06,1.49837090038305e-07
1.43563880246145,3.68366707418837e-07,5.08058445616122e-07,2.07018969333256e-06,3.68366707416883e-07
1.45055259342326,6.05295424415678e-07,6.99737332114276e-07,1.43734161648212e-06,6.0529542441846e-07
1.46546638438508,8.38317075336488e-07,8.95040887294777e-07,8.14653802474116e-07,8.38317075336283e-07
1.4803801753469,1.06580577203618e-06,1.09419005018399e-06,3.20752284160325e-07,1.06580577203451e-06
1.49529396630871,1.28814305481188e-06,1.29770534902614e-06,6.47014579806893e-07,1.28814305480776e-06
1.51020775727053,1.50610127627242e-06,1.50625652199404e-06,1.28776410850688e-06,1.5061012762747e-06
